Session Associated Time;Session Duration;Client MAC Address;Host Name;Device;OS Type;Upstream Transferred (Bytes);Downstream Transferred (Bytes);Connected AP Name
18/10/2016 20:25;5 000,00;d0:53:49:b9:18:32;POPB-283;Liteon Technology Co., Ltd.;Windows 7/Vista;605,00;495,00;LOGES-5CD_AP3
18/10/2016 12:41;24 077,00;64:9a:be:87:8a:22;Unknown;Apple;iOS;248,00;300,00;COULOIR-4CD_AP2
18/10/2016 15:48;13 522,00;10:30:47:e1:31:37;android-b4748a8280d91b1f;Samsung;Android;2 608,00;6 017,00;SALON-3C_AP1
18/10/2016 19:30;14 441,00;e4:98:d1:f9:d6:ce;Windows-Phone;Microsoft Mobile Oy;Windows (Mobile) 8 / Windows (Mobile) 10;9 728,00;9 980,00;SALON-4D_AP1
18/10/2016 16:34;6 007,00;4c:57:ca:8d:7c:65;Unknown;Unknown;iOS;726,00;594,00;PORTE-35_AP1
18/10/2016 17:22;6 003,00;4c:57:ca:8d:7c:65;Unknown;Unknown;iOS;726,00;594,00;PORTE-35_AP1
18/10/2016 16:50;293 897,00;34:14:5f:c0:d5:bd;android-ec07947b6598c3a9;Unknown;Android;66 646,00;132 736,00;COULOIR-4CD_AP1
18/10/2016 08:36;25 697,00;78:7e:61:b2:31:dc;iPhonedfrancois;Apple;iOS;8 175,00;10 857,00;LOGES-5CD_AP2
18/10/2016 16:59;6 676,00;94:eb:cd:c7:49:ee;Unknown;Research In Motion Limited;Unknown;44 037,00;32 880,00;SALON-2C_AP2
18/10/2016 19:03;321 046,00;a4:f1:e8:1b:4a:dc;Unknown;Unknown;iOS;2 094,00;2 045,00;LOGES-5CD_AP2
18/10/2016 18:36;33 056,00;70:48:0f:65:50:b9;Unknown;Apple;iOS;249,00;254,00;LOGES-4CD_AP2
18/10/2016 17:29;3 046 422,00;5c:ad:cf:01:a2:7a;ElsaBatFauchois;Apple;iOS;334 108,00;2 140 597,00;SALON-2C_AP3
18/10/2016 21:02;1 493 422,00;38:ca:da:45:e6:13;iPhone-pascal;Unknown;iOS;18 020,00;50 298,00;LOGES-2D_AP
18/10/2016 19:49;7 437,00;cc:25:ef:b6:b6:88;iPhonedeRobert;Apple;iOS;800,00;954,00;LOGES-4CD_AP4
18/10/2016 21:36;15 645,00;cc:25:ef:b6:b6:88;iPhonedeRobert;Apple;iOS;384,00;346,00;SALON-5D_AP1
18/10/2016 19:04;1 595 046,00;64:9a:be:87:8a:22;Unknown;Apple;iOS;140 504,00;660 950,00;LOGES-5CD_AP1
18/10/2016 17:47;2 224 755,00;ec:1f:72:33:ac:de;android-7c5735e1bd4a984a;Samsung;Android;1 090 982,00;1 673 837,00;LOGES-4CD_AP1
18/10/2016 18:03;24 314,00;4c:66:41:03:94:32;Unknown;Unknown;Android;6 356,00;1 544,00;COULOIR-3CD_AP
18/10/2016 15:52;97 204,00;84:38:38:97:35:d0;android-d76e341a509ec362;Samsung;Android;443 029,00;713 880,00;SALON-1D_AP1
18/10/2016 16:41;51 810,00;d8:bb:2c:6c:55:0c;iPhone-Theo;Apple;iOS;732,00;588,00;SALON-2C_AP3
18/10/2016 21:57;13 800,00;60:f1:89:49:3c:22;Samsung-Galaxy-S7-edge;Murata;Android;9 631,00;12 587,00;MEDIAS-CONF_AP1
18/10/2016 19:50;6 007,00;4c:57:ca:8d:7c:65;Unknown;Unknown;iOS;726,00;594,00;PORTE-35_AP1
18/10/2016 19:03;15 068,00;cc:20:e8:8a:0d:94;Unknown;Apple;iOS;220,00;254,00;COULOIR-4CD_AP2
18/10/2016 21:17;4 642,00;c8:85:50:a7:68:6b;iPhonedaudreyg2;Apple;iOS;10 719,00;155 969,00;SALON-1D_AP4
18/10/2016 14:47;46 003,00;4c:66:41:03:94:32;Unknown;Unknown;Android;8 145,00;866,00;LOGES-3CD_AP5
18/10/2016 11:02;5 200,00;64:9a:be:19:d3:95;Unknown;Apple;iOS;360,00;346,00;SALON-4D_AP1
18/10/2016 20:56;17 367,00;34:a3:95:ba:dd:f2;iPhone;Apple;iOS;340,00;406,00;COULOIR-4CD_AP2
18/10/2016 17:55;13 503,00;38:0b:40:de:0e:8b;Unknown;Samsung;Android;557,00;1 285,00;SALON-5D_AP2
18/10/2016 21:57;38 618,00;bc:54:36:30:3c:f1;iPhone;Unknown;iOS;1 756,00;346,00;SALON-2C_AP2
18/10/2016 15:39;303 692,00;28:5a:eb:af:28:4e;iPhonedeGaetan;Apple;iOS;304,00;392,00;LOGES-5CD_AP1
18/10/2016 19:08;6 007,00;4c:57:ca:8d:7c:65;Unknown;Unknown;iOS;726,00;594,00;PORTE-35_AP1
18/10/2016 18:45;19 785,00;4c:66:41:8a:11:de;android-447126922393d6d6;Unknown;Android;7 486,00;21 372,00;LOGES-5CD_AP2
18/10/2016 16:50;105 754,00;94:eb:cd:c7:49:ee;Unknown;Research In Motion Limited;Unknown;10 560,00;2 603,00;LOGES 2C_AP
18/10/2016 16:12;428 833,00;d8:bb:2c:6c:55:0c;iPhone-Theo;Apple;iOS;1 644,00;1 529,00;SALON-2C_AP3
18/10/2016 19:39;769 078,00;38:ca:da:45:e6:13;iPhone-pascal;Unknown;iOS;1 480,00;1 650,00;LOGES-2D_AP
18/10/2016 19:56;416 793,00;c8:38:70:7d:b4:17;android-154b456d87fa53a2;Unknown;Android;32 992,00;49 443,00;LOGES 2C_AP
18/10/2016 16:17;14 800,00;58:48:22:7c:15:d6;Unknown;Sony Mobile Communications AB;Android;220,00;353,00;LOGES-5CD_AP3
18/10/2016 21:04;12 256,00;cc:20:e8:3d:8d:9e;Unknown;Apple;iOS;220,00;254,00;COULOIR-4CD_AP1
18/10/2016 11:21;4 731,00;bc:54:36:30:3c:f1;iPhone;Unknown;iOS;892,00;254,00;LOGES-4CD_AP4
18/10/2016 19:39;156 698,00;d0:33:11:42:6c:83;iPhone-R1;Apple;iOS;468,00;554,00;SALON-4D_AP1
18/10/2016 19:38;5 754 808,00;20:a2:e4:36:a9:b5;iPhonedelaura2;Apple;iOS;34 740,00;306 828,00;LOGES-4CD_AP2
18/10/2016 20:58;21 377,00;cc:20:e8:8a:0d:94;Unknown;Apple;iOS;2 790,00;16 826,00;COULOIR-3CD_AP
18/10/2016 21:06;44 477,00;3c:83:75:a7:00:2c;Unknown;Microsoft Corporation;Windows (Mobile) 8 / Windows (Mobile) 10;25 362,00;41 995,00;SALON-6C_AP2
18/10/2016 21:15;212 797,00;48:5a:3f:8d:8a:82;android-80af1ca7d1e61873;WISOL;Android;181 702 587,00;3 671 348,00;LOGES-2D_AP
18/10/2016 20:16;24 385,00;c8:38:70:7d:b4:17;android-154b456d87fa53a2;Unknown;Android;3 094,00;3 389,00;SALON-1D_AP2
18/10/2016 21:39;100 850,00;bc:54:36:30:3c:f1;iPhone;Unknown;iOS;163 560,00;9 635 794,00;SALON-2C_AP2
18/10/2016 18:42;50 431,00;64:9a:be:19:d3:95;Unknown;Apple;iOS;220,00;254,00;SALON-4D_AP2
18/10/2016 19:10;24 061,00;c0:63:94:3c:e8:3a;iPhonedemelodie;Apple;iOS;508,00;659,00;SALON-2C_AP1
18/10/2016 16:26;11 533,00;60:f1:89:49:3c:22;Samsung-Galaxy-S7-edge;Murata;Android;1 973,00;1 275,00;SALON-7C_AP
18/10/2016 14:04;4 913,00;f0:99:bf:37:cc:5e;iPhonedlexandre;Apple;iOS;1 316,00;1 938,00;SALON-2C_AP3
18/10/2016 19:42;56 558,00;4c:66:41:03:94:32;Unknown;Unknown;Android;10 444,00;2 476,00;LOGES 2C_AP
18/10/2016 21:04;331 836,00;00:56:cd:d9:34:70;jmgandonsIphone;Unknown;iOS;332,00;438,00;LOGES-4CD_AP1
18/10/2016 19:15;189 698,00;20:a2:e4:79:c8:62;iPhonedineAtlan;Apple;iOS;220,00;254,00;LOGES-4CD_AP1
18/10/2016 14:31;641 405,00;4c:66:41:03:94:32;Unknown;Unknown;Android;574 624,00;361 754,00;LOGES-3CD_AP4
18/10/2016 20:22;44 099,00;60:a3:7d:c7:7a:48;iPhonedcendlak2;Unknown;iOS;219 562,00;20 198,00;LOGES-4CD_AP4
18/10/2016 17:34;2 041 737,00;e0:b5:2d:79:7e:1b;Unknown;Apple;iOS;371 125,00;1 612 833,00;LOGES-4CD_AP3
18/10/2016 15:49;59 051,00;f0:dc:e2:d9:cb:f7;Unknown;Apple;iOS;248,00;300,00;PORTE-35_AP1
18/10/2016 21:29;152 195,00;54:72:4f:10:1f:01;KarolinaZ;Apple;iOS;220,00;254,00;PORTE-35_AP1
18/10/2016 15:00;111 851,00;2c:be:08:39:7b:45;Unknown;Apple;iOS;12 716,00;28 040,00;SALON-2C_AP3
18/10/2016 19:11;8 795,00;b8:53:ac:08:42:bc;iPhone-107;Unknown;iOS;3 896,00;346,00;COULOIR-3CD_AP
18/10/2016 16:33;6 007,00;4c:57:ca:8d:7c:65;Unknown;Unknown;iOS;726,00;594,00;PORTE-35_AP1
18/10/2016 13:18;963 121,00;d4:8f:33:62:d6:80;Unknown;Microsoft Corporation;Windows (Mobile) 8 / Windows (Mobile) 10;9 537,00;18 675,00;LOGES-5CD_AP3
18/10/2016 19:36;175 501,00;c8:85:50:a7:68:6b;iPhonedaudreyg2;Apple;iOS;248,00;1 333,00;SALON-1D_AP4
18/10/2016 20:51;1 307 843,00;98:fe:94:35:00:58;Unknown;Apple;iOS;8 778 760,00;787 460,00;LOGES-3CD_AP5
18/10/2016 17:41;13 708,00;48:5a:3f:10:93:19;android-61a3fce96683b1b6;WISOL;Android;17 694,00;36 898,00;SALON-4D_AP2
18/10/2016 08:49;113 210,00;f4:09:d8:7a:91:65;Unknown;Samsung;Android;44 960,00;69 319,00;SALON-1D_AP4
18/10/2016 18:48;13 803,00;04:f7:e4:e7:fb:ca;Unknown;Apple;iOS;3 633,00;7 101,00;SALON-3C_AP4
18/10/2016 19:21;21 320,00;4c:66:41:03:94:32;Unknown;Unknown;Android;6 346,00;1 176,00;LOGES-3CD_AP5
18/10/2016 19:12;23 744,00;04:f7:e4:b9:c2:1c;MICHEL-PAYAN;Apple;iOS;49 749,00;139 415,00;LOGES-5CD_AP3
18/10/2016 15:33;6 891,00;34:14:5f:c0:d5:bd;android-ec07947b6598c3a9;Unknown;Android;503,00;750,00;LOGES-3CD_AP2
18/10/2016 18:54;69 392,00;80:be:05:73:81:17;iPhonedceCledat;Apple;iOS;2 412,00;2 894,00;LOGES-4CD_AP1
18/10/2016 19:52;28 632,00;cc:25:ef:31:91:00;iPhonedeRomain;Apple;iOS;220,00;254,00;LOGES 2C_AP
18/10/2016 20:21;557 552,00;2c:be:08:39:7b:45;Unknown;Apple;iOS;60 834,00;208 023,00;SALON-2C_AP1
18/10/2016 17:20;13 931,00;94:eb:cd:c7:49:ee;Unknown;Research In Motion Limited;Unknown;48 417,00;34 779,00;SALON-1D_AP4
18/10/2016 19:01;12 558,00;64:9a:be:19:d3:95;Unknown;Apple;iOS;23 410,00;55 727,00;COULOIR-4CD_AP1
18/10/2016 18:30;26 203,00;68:fb:7e:33:48:b3;Unknown;Unknown;iOS;220,00;254,00;LOGES-4CD_AP1
18/10/2016 18:52;86 167,00;30:f7:c5:24:bc:2c;Charles-Eric;Apple;iOS;220,00;343,00;LOGES-4CD_AP3
18/10/2016 18:39;556 450,00;84:38:38:97:35:d0;android-d76e341a509ec362;Samsung;Android;136 944,00;270 758,00;LOGES-5CD_AP1
18/10/2016 19:37;5 486 876,00;80:00:6e:db:4c:29;iPhonedeJeremy;Apple;iOS;201 773,00;335 518,00;LOGES-2D_AP
18/10/2016 20:09;26 956,00;40:33:1a:ce:f2:33;iPhone;Apple;iOS;220,00;254,00;SALON-2C_AP2
18/10/2016 19:02;6 256,00;20:a2:e4:79:c8:62;iPhonedineAtlan;Apple;iOS;1 016,00;392,00;LOGES-3CD_AP1
18/10/2016 21:00;60 762,00;bc:6c:21:87:3b:4d;iPhonedEVASILIU;Apple;iOS;1 204,00;346,00;LOGES-4CD_AP1
18/10/2016 08:53;410 294,00;f4:09:d8:7a:91:65;Unknown;Samsung;Android;39 454,00;24 372,00;LOGES-3CD_AP4
18/10/2016 20:00;10 948,00;6c:72:e7:88:d3:d0;iPhonedsleportz;Apple;iOS;5 722,00;13 571,00;SALON-4D_AP2
18/10/2016 21:15;420 903,00;00:56:cd:d9:34:70;jmgandonsIphone;Unknown;iOS;23 511,00;4 376,00;LOGES-4CD_AP1
18/10/2016 12:43;7 400,00;d4:8f:33:62:d6:80;Unknown;Microsoft Corporation;Windows (Mobile) 8 / Windows (Mobile) 10;4 183,00;10 808,00;LOGES-5CD_AP2
18/10/2016 20:57;43 236,00;44:00:10:c7:b4:44;djulaille;Unknown;iOS;477,00;549,00;LOGES-4CD_AP4
18/10/2016 21:11;53 608,00;8c:8e:f2:cc:18:92;iPhonedoussafir;Unknown;iOS;713,00;503,00;SALON-2C_AP3
18/10/2016 12:18;8 215,00;80:4e:81:4c:37:2f;android-af952f3b3b8c25e4;Samsung;Android;3 770,00;8 764,00;SALON-4D_AP1
18/10/2016 14:53;28 054,00;f0:99:bf:37:cc:5e;iPhonedlexandre;Apple;iOS;1 045,00;1 774,00;SALON-2C_AP1
18/10/2016 14:04;6 200,00;d4:8f:33:62:d6:80;Unknown;Microsoft Corporation;Windows (Mobile) 8 / Windows (Mobile) 10;1 407,00;982,00;LOGES-5CD_AP3
18/10/2016 20:19;10 652,00;6c:72:e7:88:d3:d0;iPhonedsleportz;Apple;iOS;14 985,00;26 212,00;LOGES 2C_AP
18/10/2016 18:59;19 899,00;4c:66:41:03:94:32;Unknown;Unknown;Android;10 284,00;1 592,00;LOGES-3CD_AP4
18/10/2016 15:52;129 382,00;dc:41:5f:5c:14:a7;Unknown;Unknown;iOS;220,00;351,00;SALON-1D_AP4
18/10/2016 15:49;25 341,00;dc:41:5f:5c:14:a7;Unknown;Unknown;iOS;1 099,00;1 830,00;MEDIAS-CONF_AP1
18/10/2016 17:59;9 825,00;34:a3:95:ba:dd:f2;iPhone;Apple;iOS;248,00;300,00;LOGES-5CD_AP3
18/10/2016 19:19;5 338,00;c8:e0:eb:7f:1c:19;iPhone;Apple;iOS;,00;2 688,00;LOGES-5CD_AP3
18/10/2016 18:05;165 755,00;60:a3:7d:9d:fd:4f;iPhonedJONATHAN;Unknown;iOS;53 801,00;175 848,00;LOGES-4CD_AP1
18/10/2016 13:56;2 112,00;f0:99:bf:37:cc:5e;iPhonedlexandre;Apple;iOS;220,00;254,00;LOGES-2D_AP
18/10/2016 20:22;17 523,00;d0:33:11:42:6c:83;iPhone-R1;Apple;iOS;5 158,00;3 711,00;SALON-1D_AP1
18/10/2016 17:12;129 144,00;28:5a:eb:af:28:4e;iPhonedeGaetan;Apple;iOS;276,00;346,00;SALON-1D_AP4
18/10/2016 16:44;12 766,00;10:30:47:e1:31:37;android-b4748a8280d91b1f;Samsung;Android;3 201,00;2 633,00;SALON-5D_AP1
18/10/2016 17:55;181 909,00;f0:c1:f1:32:0e:0d;Unknown;Apple;iOS;5 543,00;9 443,00;LOGES-2D_AP
18/10/2016 21:40;3 420,00;30:f7:c5:24:bc:2c;Charles-Eric;Apple;iOS;220,00;254,00;COULOIR-4CD_AP1
18/10/2016 21:39;387 305,00;60:03:08:46:5b:09;Unknown;Apple;iOS;5 538,00;4 339,00;LOGES-2D_AP
18/10/2016 17:22;5 694,00;d0:33:11:45:90:c1;iPhone;Apple;iOS;466,00;300,00;SALON-1D_AP2
18/10/2016 15:14;53 532,00;10:30:47:e1:31:37;android-b4748a8280d91b1f;Samsung;Android;332,00;3 236,00;LOGES-5CD_AP3
18/10/2016 20:06;21 530,00;cc:29:f5:31:f8:1d;Unknown;Apple;iOS;220,00;254,00;LOGES-5CD_AP2
18/10/2016 20:37;988 906,00;60:f1:89:49:3c:22;Samsung-Galaxy-S7-edge;Murata;Android;54 514,00;156 855,00;LOGES-5CD_AP1
18/10/2016 19:42;30 153,00;b8:53:ac:08:42:bc;iPhone-107;Unknown;iOS;7 858,00;712,00;COULOIR-4CD_AP1
18/10/2016 13:54;41 901,00;1c:5c:f2:70:ab:43;iPhone-de-jack;Unknown;iOS;28 612,00;216 862,00;LOGES-2D_AP
18/10/2016 19:56;115 176,00;6c:8d:c1:13:27:13;iPhone;Unknown;iOS;220,00;254,00;SALON-5D_AP2
18/10/2016 20:04;198 309,00;a8:81:95:d0:7e:58;Unknown;Unknown;Android;7 599,00;8 060,00;LOGES-2D_AP
18/10/2016 13:37;30 405,00;b0:47:bf:20:c8:6e;Galaxy-Tab-S2;Samsung;Android;2 672,00;254,00;LOGES-3CD_AP1
18/10/2016 21:58;37 184,00;b4:8b:19:8b:29:c4;Geilis-iPhone;Unknown;iOS;472,00;392,00;SALON-1D_AP1
18/10/2016 18:33;5 730,00;d8:bb:2c:6c:55:0c;iPhone-Theo;Apple;iOS;220,00;254,00;PORTE-35_AP1
18/10/2016 18:18;37 350,00;a4:5e:60:7b:fd:06;Unknown;Apple;iOS;248,00;300,00;LOGES-4CD_AP4
18/10/2016 14:33;19 629,00;bc:54:36:30:3c:f1;iPhone;Unknown;iOS;1 829,00;838,00;SALON-2C_AP1
18/10/2016 18:10;2 646 107,00;e0:ac:cb:ce:30:46;iPhonedeStephan;Apple;iOS;336 513,00;671 332,00;LOGES-4CD_AP2
18/10/2016 17:38;299 969,00;64:9a:be:87:8a:22;Unknown;Apple;iOS;107 349,00;133 466,00;LOGES-4CD_AP1
18/10/2016 20:56;1 969 367,00;e0:b5:2d:79:7e:1b;Unknown;Apple;iOS;104 733,00;220 307,00;LOGES-4CD_AP3
18/10/2016 21:40;31 915,00;c4:b3:01:28:ec:14;iPhonedeMOUNIA;Unknown;iOS;1 292,00;1 350,00;PORTE-35_AP1
18/10/2016 18:47;10 876,00;60:03:08:46:5b:09;Unknown;Apple;iOS;3 315,00;3 988,00;SALON-1D_AP4
18/10/2016 19:06;43 368,00;64:9a:be:19:d3:95;Unknown;Apple;iOS;4 161,00;3 665,00;SALON-1D_AP1
18/10/2016 17:26;3 516,00;04:f7:e4:b9:c2:1c;MICHEL-PAYAN;Apple;iOS;8 722,00;7 502,00;LOGES-4CD_AP4
18/10/2016 09:34;23 038,00;e0:5f:45:3e:47:bf;Unknown;Unknown;iOS;34 682,00;2 717,00;SALON-1D_AP4
18/10/2016 14:46;10 022,00;d0:53:49:b9:18:32;POPB-283;Liteon Technology Co., Ltd.;Windows 7/Vista;605,00;1 089,00;LOGES-5CD_AP3
18/10/2016 16:27;37 780,00;34:14:5f:c0:d5:bd;android-ec07947b6598c3a9;Unknown;Android;332,00;2 159,00;SALON-1D_AP4
18/10/2016 15:52;25 183,00;f4:31:c3:a8:12:b6;iPhone-de-Yann;Apple;iOS;1 662,00;1 564,00;SALON-7C_AP
18/10/2016 17:19;114 586,00;d0:33:11:45:90:c1;iPhone;Apple;iOS;4 005,00;30 097,00;SALON-1D_AP2
18/10/2016 20:37;387 985,00;c8:38:70:7d:b4:17;android-154b456d87fa53a2;Unknown;Android;44 702,00;68 049,00;LOGES 2C_AP
18/10/2016 20:26;2 543,00;1c:91:48:4c:9d:03;Unknown;Unknown;iOS;517,00;457,00;LOGES-5CD_AP2
18/10/2016 19:36;12 871,00;04:d3:cf:e9:bd:b5;Unknown;Unknown;iOS;472,00;392,00;SALON-2C_AP3
18/10/2016 15:48;5 562,00;cc:25:ef:b6:b6:88;iPhonedeRobert;Apple;iOS;1 542,00;1 454,00;SALON-5D_AP2
18/10/2016 20:19;117 557,00;a0:f8:95:fd:7c:f2;android-86c30b9304cb334a;Tinno Mobile Technology Corp;Android;22 342,00;39 815,00;SALON-5D_AP2
18/10/2016 17:29;80 351,00;5c:ca:1a:2f:ad:00;Windows-Phone;Unknown;Windows (Mobile) 8 / Windows (Mobile) 10;10 704,00;15 535,00;SALON-4D_AP2
18/10/2016 20:44;31 336,00;a8:81:95:d0:7e:58;Unknown;Unknown;Android;5 119,00;5 752,00;LOGES 2C_AP
18/10/2016 16:11;22 309,00;1c:91:48:4c:9d:03;Unknown;Unknown;iOS;2 632,00;4 271,00;SALON-8D_AP
18/10/2016 21:10;112 789,00;c8:85:50:a7:68:6b;iPhonedaudreyg2;Apple;iOS;248,00;300,00;SALON-4D_AP1
18/10/2016 19:05;2 978,00;bc:54:36:30:3c:f1;iPhone;Unknown;iOS;1 029,00;457,00;LOGES 2C_AP
18/10/2016 17:03;5 850,00;b0:9f:ba:c8:aa:11;iPhone;Apple;iOS;1 086,00;907,00;SALON-4D_AP1
18/10/2016 16:32;10 380,00;4c:66:41:03:94:32;Unknown;Unknown;Android;5 094,00;1 176,00;COULOIR-3CD_AP
18/10/2016 17:20;16 781,00;fc:db:b3:f5:76:7a;android-981dae3fa72529d2;Murata;Android;1 617,00;1 522,00;SALON-2C_AP2
18/10/2016 17:15;6 008,00;4c:57:ca:8d:7c:65;Unknown;Unknown;iOS;605,00;594,00;PORTE-35_AP1
18/10/2016 17:40;40 106,00;18:f6:43:5a:27:0f;iPhone-de-Lolo;Apple;iOS;3 374,00;2 028,00;SALON-2C_AP2
18/10/2016 16:11;134 938,00;68:fb:7e:33:48:b3;Unknown;Unknown;iOS;33 432,00;692 564,00;LOGES-2D_AP
18/10/2016 21:01;1 168 281,00;2c:f0:a2:d1:f2:e7;iPhone;Unknown;iOS;52 012,00;115 694,00;LOGES-2D_AP
18/10/2016 12:56;19 578,00;74:1b:b2:62:46:ab;iPhonedAnneDodo;Apple;iOS;8 999,00;21 047,00;SALON-1D_AP1
18/10/2016 17:25;148 407,00;94:eb:cd:c7:49:ee;Unknown;Research In Motion Limited;Unknown;3 075,00;16 481,00;SALON-1D_AP4
18/10/2016 17:32;186 270,00;80:4e:81:4c:36:3d;Unknown;Samsung;Android;1 372,00;900,00;SALON-4D_AP2
18/10/2016 17:05;5 464,00;94:eb:cd:c7:49:ee;Unknown;Research In Motion Limited;Unknown;2 248,00;254,00;SALON-4D_AP1
18/10/2016 21:42;3 327,00;ac:ee:9e:d3:f8:d7;Unknown;Samsung;Android;34 478,00;20 153,00;PORTE-35_AP1
18/10/2016 20:17;665 554,00;b0:47:bf:20:c5:ba;Unknown;Samsung;Android;9 732,00;21 290,00;LOGES-4CD_AP4
18/10/2016 13:19;27 773,00;74:1b:b2:62:46:ab;iPhonedAnneDodo;Apple;iOS;9 305,00;23 713,00;LOGES 2C_AP
18/10/2016 17:04;564 275,00;d8:bb:2c:6c:55:0c;iPhone-Theo;Apple;iOS;15 909,00;60 046,00;SALON-2C_AP3
18/10/2016 20:46;996 446,00;30:f7:c5:24:bc:2c;Charles-Eric;Apple;iOS;67 962,00;121 860,00;PORTE-35_AP1
18/10/2016 15:23;39 243,00;e8:8d:28:36:8b:ad;iPhone-de-fred;Apple;iOS;220,00;254,00;SALON-1D_AP4
18/10/2016 18:10;3 175,00;e4:98:d1:f9:d6:ce;Windows-Phone;Microsoft Mobile Oy;Windows (Mobile) 8 / Windows (Mobile) 10;1 295,00;982,00;COULOIR-3CD_AP
18/10/2016 19:18;21 031,00;d8:bb:2c:6c:55:0c;iPhone-Theo;Apple;iOS;580,00;346,00;LOGES-2D_AP
18/10/2016 19:49;335 142,00;b8:53:ac:08:42:bc;iPhone-107;Unknown;iOS;424 019,00;5 452 543,00;LOGES-3CD_AP2
18/10/2016 21:20;4 052,00;80:ea:96:d0:26:b2;Unknown;Apple;iOS;1 660,00;1 394,00;LOGES 2C_AP
18/10/2016 15:24;14 515,00;d8:bb:2c:6c:55:0c;iPhone-Theo;Apple;iOS;756,00;618,00;LOGES-2D_AP
18/10/2016 12:19;55 298,00;80:4e:81:4c:37:2f;android-af952f3b3b8c25e4;Samsung;Android;16 958,00;23 513,00;SALON-1D_AP1
18/10/2016 20:17;6 029,00;28:ed:6a:c6:35:d2;CI-MOBILE;Unknown;iOS;220,00;11 567,00;LOGES-3CD_AP3
18/10/2016 12:41;33 493,00;64:9a:be:87:8a:22;Unknown;Apple;iOS;220,00;254,00;LOGES-5CD_AP2
18/10/2016 17:00;170 702,00;f4:31:c3:a8:12:b6;iPhone-de-Yann;Apple;iOS;3 352,00;392,00;LOGES-4CD_AP2
18/10/2016 17:29;192 644,00;ac:5f:3e:29:4e:3a;Samsung-Galaxy-S7;Unknown;Android;2 924 192,00;239 740 351,00;LOGES-4CD_AP3
18/10/2016 21:52;206 225,00;c8:38:70:7d:b4:17;android-154b456d87fa53a2;Unknown;Android;23 869,00;40 070,00;LOGES 2C_AP
18/10/2016 20:40;22 358,00;d0:25:98:9d:5c:34;iPhone;Apple;iOS;308,00;346,00;LOGES-5CD_AP2
18/10/2016 18:42;9 128,00;40:33:1a:ce:f2:33;iPhone;Apple;iOS;276,00;346,00;SALON-2C_AP1
18/10/2016 14:55;13 649,00;68:fb:7e:33:48:b3;Unknown;Unknown;iOS;220,00;254,00;COULOIR-4CD_AP1
18/10/2016 15:40;382 999,00;e4:98:d1:f9:d6:ce;Windows-Phone;Microsoft Mobile Oy;Windows (Mobile) 8 / Windows (Mobile) 10;12 840,00;21 721,00;PORTE-35_AP1
18/10/2016 16:11;25 672,00;c4:b3:01:28:ec:14;iPhonedeMOUNIA;Unknown;iOS;3 185,00;976,00;COULOIR-3CD_AP
18/10/2016 17:32;63 629,00;60:f1:89:4b:41:e9;android-9438134929177913;Murata;Android;3 432,00;2 196,00;SALON-1D_AP4
18/10/2016 17:42;36 681,00;c4:b3:01:28:ec:14;iPhonedeMOUNIA;Unknown;iOS;10 584,00;184 572,00;SALON-4D_AP2
18/10/2016 20:29;794 891,00;00:56:cd:d9:34:70;jmgandonsIphone;Unknown;iOS;47 517,00;35 830,00;LOGES-5CD_AP1
18/10/2016 18:29;50 793,00;68:fb:7e:33:48:b3;Unknown;Unknown;iOS;220,00;254,00;COULOIR-4CD_AP1
18/10/2016 17:18;66 084,00;28:5a:eb:af:28:4e;iPhonedeGaetan;Apple;iOS;95 523,00;1 213 719,00;SALON-1D_AP4
18/10/2016 20:59;229 639,00;60:a3:7d:9d:fd:4f;iPhonedJONATHAN;Unknown;iOS;116 341,00;739 832,00;PORTE-35_AP1
18/10/2016 15:56;28 444,00;d8:bb:2c:6c:55:0c;iPhone-Theo;Apple;iOS;248,00;300,00;SALON-1D_AP2
18/10/2016 16:17;9 143,00;04:f7:e4:b9:c2:1c;MICHEL-PAYAN;Apple;iOS;17 000,00;37 657,00;LOGES-5CD_AP3
18/10/2016 20:12;84 623,00;cc:f3:a5:7b:9d:de;HP-Elite-x3;Chi Mei Communication Systems, Inc;Windows (Mobile) 8 / Windows (Mobile) 10;5 580,00;7 857,00;LOGES-4CD_AP2
18/10/2016 19:57;101 773,00;58:7f:57:05:e4:9b;Unknown;Apple;iOS;20 408,00;28 486,00;LOGES 2C_AP
18/10/2016 21:38;31 189,00;d4:0b:1a:bc:83:e6;android-dd4f57711ab84ef0;HTC;Android;7 834,00;13 332,00;LOGES-4CD_AP1
18/10/2016 14:33;10 021,00;d0:53:49:b9:18:32;POPB-283;Liteon Technology Co., Ltd.;Windows 7/Vista;605,00;1 089,00;SALON-1D_AP4
18/10/2016 21:53;11 370,00;4c:66:41:03:94:32;Unknown;Unknown;Android;9 134,00;6 520,00;COULOIR-3CD_AP
18/10/2016 21:36;6 593,00;3c:83:75:a7:00:2c;Unknown;Microsoft Corporation;Windows (Mobile) 8 / Windows (Mobile) 10;1 548,00;982,00;LOGES-5CD_AP2
18/10/2016 14:35;1 699 993,00;40:b8:37:d2:aa:0b;android-a3e6d76c4c409ab3;Sony Mobile Communications AB;Android;16 166,00;41 722,00;LOGES-3CD_AP5
18/10/2016 17:46;136 390,00;a4:5e:60:7b:fd:06;Unknown;Apple;iOS;2 832,00;4 001,00;PORTE-35_AP1
